MISC_Pos_Trq_Limit_RR,wheel_speed_RR
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0016049613455365159
0.0,0.0
0.0,0.0
0.0,-0.0016049613455365159
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0016049613455365159
0.96625,0.0016049613455365159
0.96625,0.009629768073219094
0.96625,0.020864497491974703
0.96625,0.01925953614643819
0.96625,0.00802480672768258
0.96625,0.01123472941875561
0.96625,0.009629768073219094
0.96625,0.00802480672768258
0.96625,0.00802480672768258
0.96625,0.0064198453821460635
0.96625,0.0032099226910730317
0.96625,0.0032099226910730317
0.96625,0.0016049613455365159
0.96625,0.0016049613455365159
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
