MISC_Pos_Trq_Limit_FL,wheel_speed_FL
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
0.96625,0.0
